page   num  type   width height color comp bpc  enc interp  object ID x-ppi y-ppi size ratio
 143  1650 image     200   110  icc     3   8  jpeg   no      3642  0   200   200 4118B 6.2%
 143  1651 smask     200   110  gray    1   8  jpeg   no      3642  0   200   200 2025B 9.2%
 143  1652 image     183   123  icc     3   8  jpeg   no      3646  0   200   200 5534B 8.2%
 143  1653 smask     183   123  gray    1   8  jpeg   no      3646  0   200   200 2289B  10%
 144  1654 image     216   139  icc     3   8  jpeg   no      3653  0   201   200 4983B 5.5%
 144  1655 smask     216   139  gray    1   8  jpeg   no      3653  0   201   200 2506B 8.3%
 144  1656 image     133   124  icc     3   8  jpeg   no      3657  0   201   201 3812B 7.7%
 144  1657 smask     133   124  gray    1   8  jpeg   no      3657  0   201   201 2042B  12%
 144  1658 image      58   158  icc     3   8  jpeg   no      3661  0   202   201 2995B  11%
 144  1659 smask      58   158  gray    1   8  jpeg   no      3661  0   202   201 2295B  25%
 144  1660 image     105   142  icc     3   8  jpeg   no      3665  0   201   200 4388B 9.8%
 144  1661 smask     105   142  gray    1   8  jpeg   no      3665  0   201   200 2035B  14%
 144  1662 image     178   138  icc     3   8  jpeg   no      3669  0   201   200 4004B 5.4%
 144  1663 smask     178   138  gray    1   8  jpeg   no      3669  0   201   200 2044B 8.3%
 144  1664 image     106   172  icc     3   8  jpeg   no      3673  0   200   201 3418B 6.2%
 144  1665 smask     106   172  gray    1   8  jpeg   no      3673  0   200   201 2409B  13%
 144  1666 image     113   154  icc     3   8  jpeg   no      3677  0   201   201 3376B 6.5%
 144  1667 smask     113   154  gray    1   8  jpeg   no      3677  0   201   201 2216B  13%
 144  1668 image     211   127  icc     3   8  jpeg   no      3681  0   200   201 5697B 7.1%
 144  1669 smask     211   127  gray    1   8  jpeg   no      3681  0   200   201 2514B 9.4%
 145  1670 image     105   190  icc     3   8  jpeg   no      3688  0   202   200 3923B 6.6%
 145  1671 smask     105   190  gray    1   8  jpeg   no      3688  0   202   200 2276B  11%
 145  1672 image     204    70  icc     3   8  jpeg   no      3692  0   200   200 2724B 6.4%
 145  1673 smask     204    70  gray    1   8  jpeg   no      3692  0   200   200 1679B  12%
 145  1674 image     100   178  icc     3   8  jpeg   no      3696  0   201   200 4267B 8.0%
 145  1675 smask     100   178  gray    1   8  jpeg   no      3696  0   201   200 2793B  16%
 145  1676 image     201    76  icc     3   8  jpeg   no      3700  0   201   202 3089B 6.7%
 145  1677 smask     201    76  gray    1   8  jpeg   no      3700  0   201   202 2002B  13%
 145  1678 image     175   129  icc     3   8  jpeg   no      3704  0   200   201 4412B 6.5%
 145  1679 smask     175   129  gray    1   8  jpeg   no      3704  0   200   201 2129B 9.4%
 145  1680 image     201   104  icc     3   8  jpeg   no      3708  0   201   200 3152B 5.0%
 145  1681 smask     201   104  gray    1   8  jpeg   no      3708  0   201   200 1946B 9.3%
 145  1682 image     188   102  icc     3   8  jpeg   no      3712  0   201   200 4825B 8.4%
 145  1683 smask     188   102  gray    1   8  jpeg   no      3712  0   201   200 2243B  12%
 145  1684 image     201   118  icc     3   8  jpeg   no      3716  0   201   201 3611B 5.1%
 145  1685 smask     201   118  gray    1   8  jpeg   no      3716  0   201   201 1873B 7.9%
 146  1686 image    1660  1566  icc     3   8  jpeg   no      3721  0   200   200  208K 2.7%
 147  1687 image    1660  1565  icc     3   8  jpeg   no      3726  0   200   200  283K 3.7%
 148  1688 image     223   150  icc     3   8  jpeg   no      3733  0   201   201 5365B 5.3%
 148  1689 smask     223   150  gray    1   8  jpeg   no      3733  0   201   201 1681B 5.0%
 148  1690 image     223   150  icc     3   8  jpeg   no      3733  0   201   201 5365B 5.3%
 148  1691 smask     223   150  gray    1   8  jpeg   no      3733  0   201   201 1681B 5.0%
 148  1692 image     209   150  icc     3   8  jpeg   no      3737  0   200   201 5136B 5.5%
 148  1693 smask     209   150  gray    1   8  jpeg   no      3737  0   200   201 1712B 5.5%
 148  1694 image     197   150  icc     3   8  jpeg   no      3741  0   200   201 5368B 6.1%
 148  1695 smask     197   150  gray    1   8  jpeg   no      3741  0   200   201 1916B 6.5%
 148  1696 image     223   150  icc     3   8  jpeg   no      3745  0   201   201 5107B 5.1%
 148  1697 smask     223   150  gray    1   8  jpeg   no      3745  0   201   201 1548B 4.6%
 148  1698 image     229   150  icc     3   8  jpeg   no      3749  0   201   201 4953B 4.8%
 148  1699 smask     229   150  gray    1   8  jpeg   no      3749  0   201   201 1693B 4.9%
 148  1700 image     228   150  icc     3   8  jpeg   no      3753  0   200   201 5188B 5.1%
 148  1701 smask     228   150  gray    1   8  jpeg   no      3753  0   200   201 1630B 4.8%
 148  1702 image     228   150  icc     3   8  jpeg   no      3757  0   200   201 4695B 4.6%
 148  1703 smask     228   150  gray    1   8  jpeg   no      3757  0   200   201 1755B 5.1%
 148  1704 image     229   150  icc     3   8  jpeg   no      3761  0   201   201 4678B 4.5%
 148  1705 smask     229   150  gray    1   8  jpeg   no      3761  0   201   201 1579B 4.6%
 148  1706 image     229   150  icc     3   8  jpeg   no      3765  0   201   201 4335B 4.2%
 148  1707 smask     229   150  gray    1   8  jpeg   no      3765  0   201   201 1547B 4.5%
 148  1708 image     228   150  icc     3   8  jpeg   no      3769  0   200   201 4893B 4.8%
 148  1709 smask     228   150  gray    1   8  jpeg   no      3769  0   200   201 1622B 4.7%
 149  1710 image     228   150  icc     3   8  jpeg   no      3775  0   200   201 5913B 5.8%
 149  1711 image     228   150  icc     3   8  jpeg   no      3777  0   200   201 5569B 5.4%
 149  1712 image     228   150  icc     3   8  jpeg   no      3787  0   200   201 5810B 5.7%
 149  1713 image     228   150  icc     3   8  jpeg   no      3789  0   200   201 5144B 5.0%
 149  1714 image     228   328  icc     3   8  jpeg   no      3791  0   200   201 6664B 3.0%
 149  1715 image     228   150  icc     3   8  jpeg   no      3793  0   200   201 5837B 5.7%
 149  1716 image     228   150  icc     3   8  jpeg   no      3795  0   200   201 5858B 5.7%
 149  1717 image     228   264  index   1   8  image  no      3797  0   200   200 9.90K  17%
 149  1718 image     228   150  icc     3   8  jpeg   no      3799  0   200   201 5622B 5.5%
 149  1719 image     228   150  icc     3   8  jpeg   no      3801  0   200   201 5652B 5.5%
 149  1720 image     139   150  icc     3   8  jpeg   no      3781  0   200   201 4908B 7.8%
 149  1721 smask     139   150  gray    1   8  jpeg   no      3781  0   200   201 3079B  15%
 149  1722 image     157   150  icc     3   8  jpeg   no      3785  0   200   201 4564B 6.5%
 149  1723 smask     157   150  gray    1   8  jpeg   no      3785  0   200   201 2874B  12%
 150  1724 image     223   150  icc     3   8  jpeg   no      3806  0   201   201 6445B 6.4%
 150  1725 image     186   278  icc     3   8  jpeg   no      3810  0   201   200 5849B 3.8%
 150  1726 smask     186   278  gray    1   8  jpeg   no      3810  0   201   200 2094B 4.0%
 150  1727 image     228   150  icc     3   8  jpeg   no      3814  0   200   201 6264B 6.1%
 150  1728 smask     228   150  gray    1   8  jpeg   no      3814  0   200   201 2234B 6.5%
 150  1729 image     222   128  icc     3   8  jpeg   no      3818  0   201   201 5602B 6.6%
 150  1730 smask     222   128  gray    1   8  jpeg   no      3818  0   201   201 1950B 6.9%
 150  1731 image     222   128  icc     3   8  jpeg   no      3822  0   201   201 5023B 5.9%
 150  1732 smask     222   128  gray    1   8  jpeg   no      3822  0   201   201 2061B 7.3%
 150  1733 image     222   128  icc     3   8  jpeg   no      3826  0   201   201 6319B 7.4%
 150  1734 smask     222   128  gray    1   8  jpeg   no      3826  0   201   201 1916B 6.7%
 150  1735 image     222   128  icc     3   8  jpeg   no      3830  0   201   201 4479B 5.3%
 150  1736 smask     222   128  gray    1   8  jpeg   no      3830  0   201   201 1767B 6.2%
 150  1737 image     222   128  icc     3   8  jpeg   no      3834  0   201   201 3542B 4.2%
 150  1738 smask     222   128  gray    1   8  jpeg   no      3834  0   201   201 1786B 6.3%
 150  1739 image      10  1017  icc     3   8  jpeg   no      3836  0   213   200 2289B 7.5%
 151  1740 image    1660  1017  icc     3   8  jpeg   no      3841  0   200   200  177K 3.6%
 151  1741 image     172   129  icc     3   8  jpeg   no      3843  0   201   201 4005B 6.0%
 151  1742 image      99   131  icc     3   8  jpeg   no      3845  0   201   201 3290B 8.5%
 151  1743 image     136   134  icc     3   8  jpeg   no      3847  0   201   201 3875B 7.1%
 151  1744 image     130   130  icc     3   8  jpeg   no      3851  0   201   201 3498B 6.9%
 151  1745 smask     130   130  gray    1   8  jpeg   no      3851  0   201   201  498B 2.9%
 151  1746 image     168   123  icc     3   8  jpeg   no      3853  0   200   201 3397B 5.5%
 152  1747 image     160   130  icc     3   8  jpeg   no      3858  0   201   200 3458B 5.5%
 152  1748 image     152   115  icc     3   8  jpeg   no      3860  0   200   200 2607B 5.0%
 152  1749 image      96    98  icc     3   8  jpeg   no      3864  0   202   202 2235B 7.9%
 152  1750 image     103   123  icc     3   8  jpeg   no      3868  0   201   201 3287B 8.6%
 152  1751 smask     103   123  gray    1   8  jpeg   no      3868  0   201   201  580B 4.6%
 152  1752 image      74   126  icc     3   8  jpeg   no      3870  0   201   200 2307B 8.2%
 152  1753 image      82   119  icc     3   8  jpeg   no      3872  0   201   201 2450B 8.4%
 152  1754 image      88   111  icc     3   8  jpeg   no      3874  0   201   201 2033B 6.9%
 152  1755 image     133   112  icc     3   8  jpeg   no      3876  0   201   201 3059B 6.8%
 152  1756 image     140   114  icc     3   8  jpeg   no      3878  0   201   201 3953B 8.3%
 152  1757 image     127   116  icc     3   8  jpeg   no      3880  0   201   201 3003B 6.8%
 152  1758 image     139   117  icc     3   8  jpeg   no      3862  0   201   200 3408B 7.0%
 153  1759 image      98   126  icc     3   8  jpeg   no      3887  0   201   201 2952B 8.0%
 153  1760 smask      98   126  gray    1   8  jpeg   no      3887  0   201   201 1875B  15%
 153  1761 image     116   128  icc     3   8  jpeg   no      3889  0   200   201 3450B 7.7%
 153  1762 image     130   124  icc     3   8  jpeg   no      3891  0   201   201 3138B 6.5%
 153  1763 image     128   134  icc     3   8  jpeg   no      3895  0   201   200 4748B 9.2%
 153  1764 smask     128   134  gray    1   8  jpeg   no      3895  0   201   200 2815B  16%
 153  1765 image     117   112  icc     3   8  jpeg   no      3897  0   200   200 2658B 6.8%
 153  1766 image     133   127  icc     3   8  jpeg   no      3899  0   201   201 3011B 5.9%
 153  1767 image     120   115  icc     3   8  jpeg   no      3901  0   201   202 2602B 6.3%
 154  1768 image    1561  1515  icc     3   8  jpeg   no      3906  0   200   200  193K 2.8%
 155  1769 image       7  1515  icc     3   8  jpeg   no      3911  0   229   200 3199B  10%
 155  1770 image     175   171  icc     3   8  jpeg   no      3913  0   201   201 3701B 4.1%
 155  1771 image     210   158  icc     3   8  jpeg   no      3915  0   200   201 3499B 3.5%
 155  1772 image     205   156  icc     3   8  jpeg   no      3917  0   201   200 4419B 4.6%
 155  1773 image     216   121  icc     3   8  jpeg   no      3919  0   200   201 2831B 3.6%
 155  1774 image     221   116  icc     3   8  jpeg   no      3921  0   201   200 3114B 4.0%
 155  1775 image     240   146  icc     3   8  jpeg   no      3923  0   200   201 3359B 3.2%
 155  1776 image     220   143  icc     3   8  jpeg   no      3925  0   201   201 3990B 4.2%
 155  1777 image     206   136  icc     3   8  jpeg   no      3927  0   200   201 3332B 4.0%
 155  1778 image     223   117  icc     3   8  jpeg   no      3929  0   200   200 2831B 3.6%
 156  1779 image     219   141  icc     3   8  jpeg   no      3936  0   201   201 4971B 5.4%
 156  1780 smask     219   141  gray    1   8  jpeg   no      3936  0   201   201 3231B  10%
 156  1781 image     210   113  icc     3   8  jpeg   no      3938  0   200   201 2860B 4.0%
 156  1782 image     183   145  icc     3   8  jpeg   no      3940  0   200   201 3142B 3.9%
 156  1783 image     210   140  icc     3   8  jpeg   no      3942  0   201   201 3105B 3.5%
 156  1784 image     191   157  icc     3   8  jpeg   no      3946  0   200   201 5193B 5.8%
 156  1785 smask     191   157  gray    1   8  jpeg   no      3946  0   200   201 3204B  11%
 156  1786 image     174   165  icc     3   8  jpeg   no      3948  0   200   200 3169B 3.7%
 156  1787 image      91   145  icc     3   8  jpeg   no      3950  0   201   200 2661B 6.7%
 156  1788 image     129   297  icc     3   8  jpeg   no      3952  0   201   200 4818B 4.2%
 157  1789 image     131   309  icc     3   8  jpeg   no      3957  0   200   200 5738B 4.7%
 157  1790 image     141   288  icc     3   8  jpeg   no      3959  0   201   200 6770B 5.6%
 157  1791 image     103   125  icc     3   8  jpeg   no      3961  0   201   201 3766B 9.8%
 157  1792 image      85   121  icc     3   8  jpeg   no      3965  0   201   201 3246B  11%
 157  1793 smask      85   121  gray    1   8  jpeg   no      3965  0   201   201  456B 4.4%
 157  1794 image     202   149  icc     3   8  jpeg   no      3969  0   200   201 5007B 5.5%
 157  1795 smask     202   149  gray    1   8  jpeg   no      3969  0   200   201 3270B  11%
 157  1796 image     203   151  icc     3   8  jpeg   no      3971  0   200   201 3541B 3.9%
 157  1797 image     203   171  icc     3   8  jpeg   no      3973  0   200   201 5725B 5.5%
 158  1798 image    1560  1514  icc     3   8  jpeg   no      3978  0   200   200  172K 2.5%
 159  1799 image     175   222  icc     3   8  jpeg   no      3983  0   200   201 5011B 4.3%
 159  1800 image     175   222  icc     3   8  jpeg   no      3985  0   200   200 3923B 3.4%
 159  1801 image     184   226  icc     3   8  jpeg   no      3989  0   200   201 7750B 6.2%
 159  1802 smask     184   226  gray    1   8  jpeg   no      3989  0   200   201 3404B 8.2%
 159  1803 image     184   194  icc     3   8  jpeg   no      3991  0   201   201 4479B 4.2%
 159  1804 image     175   203  icc     3   8  jpeg   no      3993  0   200   200 4838B 4.5%
 159  1805 image     176   203  icc     3   8  jpeg   no      3997  0   201   200 5423B 5.1%
 159  1806 smask     176   203  gray    1   8  jpeg   no      3997  0   201   200 3327B 9.3%
 159  1807 image     168   198  icc     3   8  jpeg   no      4001  0   201   201 6784B 6.8%
 159  1808 smask     168   198  gray    1   8  jpeg   no      4001  0   201   201 3102B 9.3%
 160  1809 image     184   204  icc     3   8  jpeg   no      4006  0   200   201 3692B 3.3%
 160  1810 image     202   204  icc     3   8  jpeg   no      4008  0   200   200 3115B 2.5%
 160  1811 image     147   131  icc     3   8  jpeg   no      4012  0   201   201 4224B 7.3%
 160  1812 smask     147   131  gray    1   8  jpeg   no      4012  0   201   201 1680B 8.7%
 160  1813 image     147   130  icc     3   8  jpeg   no      4016  0   201   201 4257B 7.4%
 160  1814 smask     147   130  gray    1   8  jpeg   no      4016  0   201   201 1672B 8.7%
 160  1815 image     147   130  icc     3   8  jpeg   no      4018  0   201   201 3710B 6.5%
 160  1816 image     147   130  icc     3   8  jpeg   no      4020  0   201   201 3758B 6.6%
 160  1817 image     135   129  icc     3   8  jpeg   no      4022  0   201   200 3390B 6.5%
 160  1818 image     227   127  icc     3   8  jpeg   no      4024  0   200   200 2719B 3.1%
 160  1819 image     121   176  icc     3   8  jpeg   no      4026  0   201   200 2835B 4.4%
 161  1820 image     129   116  icc     3   8  jpeg   no      4031  0   200   200 2952B 6.6%
 161  1821 image     155   127  icc     3   8  jpeg   no      4033  0   201   201 3515B 6.0%
 161  1822 image     205   117  icc     3   8  jpeg   no      4035  0   201   201 2785B 3.9%
 161  1823 image     123   151  icc     3   8  jpeg   no      4037  0   201   201 3426B 6.1%
 161  1824 image     205   126  icc     3   8  jpeg   no      4039  0   201   201 2996B 3.9%
 162  1825 image    1660  1044  icc     3   8  jpeg   no      4048  0   200   200  187K 3.7%
 162  1826 image     131   312  icc     3   8  jpeg   no      4052  0   201   201 9073B 7.4%
 162  1827 smask     131   312  gray    1   8  jpeg   no      4052  0   201   201 3689B 9.0%
 162  1828 image     155   375  icc     3   8  jpeg   no      4056  0   201   200 14.2K 8.4%
 162  1829 smask     155   375  gray    1   8  jpeg   no      4056  0   201   200 4003B 6.9%
 162  1830 image     180   438  icc     3   8  jpeg   no      4060  0   201   200 14.0K 6.1%
 162  1831 smask     180   438  gray    1   8  jpeg   no      4060  0   201   200 4355B 5.5%
 162  1832 image     569   391  icc     3   8  jpeg   no      4064  0   200   200 39.0K 6.0%
 162  1833 smask     569   391  gray    1   8  jpeg   no      4064  0   200   200 8533B 3.8%
 162  1834 image     151   324  icc     3   8  jpeg   no      4068  0   200   200 12.3K 8.6%
 162  1835 smask     151   324  gray    1   8  jpeg   no      4068  0   200   200 3892B 8.0%
 162  1836 image     115   322  icc     3   8  jpeg   no      4072  0   201   200 11.6K  11%
 162  1837 smask     115   322  gray    1   8  jpeg   no      4072  0   201   200 3328B 9.0%
 162  1838 image     405   608  icc     3   8  jpeg   no      4076  0   200   200 11.7K 1.6%
 162  1839 smask     405   608  gray    1   8  jpeg   no      4076  0   200   200 4222B 1.7%
 163  1840 image      12  1044  icc     3   8  jpeg   no      4082  0   204   200 1566B 4.2%
 164  1841 image      27    27  icc     3   8  jpeg   no      4096  0   134   134 1102B  50%
